Status,Max Seats,Seats Available,WL Available,CRN,Course,Title,Credit Hours,Instructor,Materials,Book Title and Edition,Author,ISBN,Copyright Year,Publisher
Distance Learning,24,18,0,83103,"=""HSC 6715""",Ed Measrmt & Eval in Hlth Prof,3,"Glacken, J.",Required Material,Measurement & Assessment in Teaching(w/out NewMyEdLab) Edition: 11th,Miller,9780132689663,2013,Pearson
Closed,36,0,10,82624,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,I Am Legend Edition: N/A,Matheson,9780765357151,1995,Tor Books
Closed,36,0,10,82624,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,World War Z Edition: N/A,Brooks,9780307346612,2006,Crown Publishing Group
Closed,36,0,10,82624,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,Warm Bodies Edition: N/A,Marion,9781476717463,2011,Atria
Closed,40,0,10,82698,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,Warm Bodies Edition: N/A,Marion,9781476717463,2011,Atria
Closed,40,0,10,82698,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,I Am Legend Edition: N/A,Matheson,9780765357151,1995,Tor Books
Closed,40,0,10,82698,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,World War Z Edition: N/A,Brooks,9780307346612,2006,Crown Publishing Group
On Campus,35,1,10,83220,"=""HUM 1020""",Introduction to Humanities,3,"Evers, J.",Required Material,V for Vendetta Edition: N/A,Moore,9781401208417,2005,DC Comics
On Campus,35,1,10,83220,"=""HUM 1020""",Introduction to Humanities,3,"Evers, J.",Required Material,Best We Could Do Edition: N/A,Bui,9781419718786,,Harry N. Abrams Incorporated
On Campus,35,1,10,83220,"=""HUM 1020""",Introduction to Humanities,3,"Evers, J.",Required Material,X-Men - Magneto Testament Edition: N/A,Pak,9780785191728,2014,"Marvel Enterprises, Incorporated(C/O Hachette Book Group)"
On Campus,35,1,10,83220,"=""HUM 1020""",Introduction to Humanities,3,"Evers, J.",Required Material,Endangered Species Edition: N/A,Carey,9780785128205,2008,"Marvel Enterprises, Incorporated(C/O Hachette Book Group)"
On Campus,35,1,10,83220,"=""HUM 1020""",Introduction to Humanities,3,"Evers, J.",Required Material,Why Comics? Edition: N/A,Chute,9780062476807,2017,"Harper Collins Canada, Limited"
On Campus,35,1,10,83220,"=""HUM 1020""",Introduction to Humanities,3,"Evers, J.",Required Material,"X-Men (God Loves, Man Kills) Edition: N/A",Claremont,9780785157267,2011,Hachette Book Group
Closed,35,0,10,83632,"=""HUM 1020""",Introduction to Humanities,3,"Carme, L.",Required Material,Art of Being Human (w/out Access Code) Edition: 10th,Janaro,9780205022472,2012,Pearson
Closed,35,-1,10,83351,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,Warm Bodies Edition: N/A,Marion,9781476717463,2011,Atria
Closed,35,-1,10,83351,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,I Am Legend Edition: N/A,Matheson,9780765357151,1995,Tor Books
Closed,35,-1,10,83351,"=""HUM 1020""",Introduction to Humanities,3,"Mancini, M.",Required Material,World War Z Edition: N/A,Brooks,9780307346612,2006,Crown Publishing Group
On Campus,35,1,10,83387,"=""HUM 1020""",Introduction to Humanities,3,"Alvanas, S.",Required Material,You Don't Have to Say You Love Me Edition: N/A,Alexie,9780316270755,2017,Little Brown & Company
Closed,35,0,10,83667,"=""HUM 1020""",Introduction to Humanities,3,"Sutherland, E.",Required Material,Tao of Pooh Edition: N/A,Hoff,9780140067477,1982,Penguin (c/o RH)
Closed,35,0,10,80349,"=""HUM 1931""",Humanities and Social Issues,3,"Kirk, P.",Required Material,Three Little Words Edition: N/A,Rhodes-Courter,9781416948070,2009,Simon & Schuster Children's Publishing
Closed,35,0,10,80349,"=""HUM 1931""",Humanities and Social Issues,3,"Kirk, P.",Required Material,You Will Not Have My Hate Edition: N/A,Leiris,9780735222151,,Penguin Group USA Inc
Closed,35,0,10,83614,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Beauty Is a Verb Edition: N/A,Black,9781935955054,2011,Cinco Puntos Press
Closed,35,0,10,83614,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Hate U Give Edition: N/A,Thomas,9780062498533,2017,HarperCollins Publishers
Closed,35,0,10,83614,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Prince & the Dressmaker Edition: N/A,Wang,9781626723634,,Roaring Brook Press
Closed,35,0,10,83464,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Hate U Give Edition: N/A,Thomas,9780062498533,2017,HarperCollins Publishers
Closed,35,0,10,83464,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Practical Permaculture Edition: N/A,Bloom,9781604694437,2015,"Timber Press, Incorporated"
Closed,35,0,10,83464,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,One-Straw Revolution Edition: N/A,Fukuoka,9781590173138,2009,"New York Review of Books, Incorporated, The"
Closed,35,0,10,83464,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Prince & the Dressmaker Edition: N/A,Wang,9781626723634,,Roaring Brook Press
Closed,35,0,10,83464,"=""HUM 1931""",Humanities and Social Issues,3,"Gayoso, M.",Required Material,Beauty Is a Verb Edition: N/A,Black,9781935955054,2011,Cinco Puntos Press
Closed,35,0,10,83189,"=""HUM 1931""",Humanities and Social Issues,3,"Fuentes, B.",Required Material,"Taking Sides: Clashing Views on Moral Issues, Expanded Edition: 14th",Smith,9781259345784,2015,McGraw-Hill
Closed,35,0,10,82045,"=""HUM 1931""",Humanities and Social Issues,3,"Wilson, C.",Required Material,Ethics: Concise Edition: 8th,Mackinnon,9781305077508,2016,Cengage Learning
Closed,35,0,10,82003,"=""HUM 1931""",Humanities and Social Issues,3,"Wilson, C.",Required Material,Ethics: Concise Edition: 8th,Mackinnon,9781305077508,2016,Cengage Learning
Closed,35,0,10,82002,"=""HUM 1931""",Humanities and Social Issues,3,"Wilson, C.",Required Material,Ethics: Concise Edition: 8th,Mackinnon,9781305077508,2016,Cengage Learning
Closed,35,0,10,80351,"=""HUM 2395""",Environmental Humanities,3,"Newcomb, C.",Required Material,Bad Atmosphere Edition: N/A,Ogden,9781937146658,2017,Levellers Press
Closed,35,0,10,80352,"=""HUM 2395""",Environmental Humanities,3,"Hollingshead, B.",Required Material,Sense of Wonder Edition: N/A,Carson,9780067575208,1998,HarperCollins Publishers
Closed,35,0,10,80352,"=""HUM 2395""",Environmental Humanities,3,"Hollingshead, B.",Required Material,Active Hope Edition: N/A,Macy,9781577319726,2012,New World Library
Closed,35,0,10,80350,"=""HUM 2395""",Environmental Humanities,3,"Newcomb, C.",Required Material,Bad Atmosphere Edition: N/A,Ogden,9781937146658,2017,Levellers Press
Closed,35,0,10,80355,"=""HUM 2395""",Environmental Humanities,3,"Hollingshead, B.",Required Material,Active Hope Edition: N/A,Macy,9781577319726,2012,New World Library
Closed,35,0,10,80355,"=""HUM 2395""",Environmental Humanities,3,"Hollingshead, B.",Required Material,Sense of Wonder Edition: N/A,Carson,9780067575208,1998,HarperCollins Publishers
Closed,35,0,10,80354,"=""HUM 2395""",Environmental Humanities,3,"Newcomb, C.",Required Material,Bad Atmosphere Edition: N/A,Ogden,9781937146658,2017,Levellers Press
Closed,35,0,10,80353,"=""HUM 2395""",Environmental Humanities,3,"Hollingshead, B.",Required Material,Active Hope Edition: N/A,Macy,9781577319726,2012,New World Library
Closed,35,0,10,80353,"=""HUM 2395""",Environmental Humanities,3,"Hollingshead, B.",Required Material,Sense of Wonder Edition: N/A,Carson,9780067575208,1998,HarperCollins Publishers
Closed,6,0,5,82697,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Utopia Edition: N/A,More,9780486295831,1997,DOVER PUB INC
Closed,6,0,5,82697,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Phantom Tollbooth Edition: N/A,Juster,9780394820378,1961,Dell Publishing
Closed,6,0,5,82697,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Tattoos on the Heart Edition: N/A,Boyle,9781439153154,2010,Simon & Schuster
Closed,6,0,5,82697,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Mountains Beyond Mountains Edition: N/A,Kidder,9780812980554,2009,"Penguin Random House, Inc"
Closed,6,0,5,82697,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Great Work Edition: N/A,Berry,9780609804995,1999,"Penguin Random House, Inc"
On Campus,6,2,5,83375,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Great Work Edition: N/A,Berry,9780609804995,1999,"Penguin Random House, Inc"
On Campus,6,2,5,83375,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Utopia Edition: N/A,More,9780486295831,1997,DOVER PUB INC
On Campus,6,2,5,83375,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Phantom Tollbooth Edition: N/A,Juster,9780394820378,1961,Dell Publishing
On Campus,6,2,5,83375,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Tattoos on the Heart Edition: N/A,Boyle,9781439153154,2010,Simon & Schuster
On Campus,6,2,5,83375,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Mountains Beyond Mountains Edition: N/A,Kidder,9780812980554,2009,"Penguin Random House, Inc"
On Campus,6,1,5,83374,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Utopia Edition: N/A,More,9780486295831,1997,DOVER PUB INC
On Campus,6,1,5,83374,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Phantom Tollbooth Edition: N/A,Juster,9780394820378,1961,Dell Publishing
On Campus,6,1,5,83374,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Tattoos on the Heart Edition: N/A,Boyle,9781439153154,2010,Simon & Schuster
On Campus,6,1,5,83374,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Mountains Beyond Mountains Edition: N/A,Kidder,9780812980554,2009,"Penguin Random House, Inc"
On Campus,6,1,5,83374,"=""IDH 1930""",HnrsReadngs:Heroic Imagination,1,"Roca, M.",Required Material,Great Work Edition: N/A,Berry,9780609804995,1999,"Penguin Random House, Inc"
On Campus,6,4,0,82746,"=""IDH 1930""",Hnrs:Readings Land of Oppty,1,"Masala, F.",Required Material,Book of Unknown Americans Edition: N/A,Henriquez,9780345806406,2015,Knopf Doubleday Publishing Group
On Campus,6,4,0,82746,"=""IDH 1930""",Hnrs:Readings Land of Oppty,1,"Masala, F.",Required Material,Americanah Edition: N/A,Adichie,9780307455925,2013,Knopf Doubleday Publishing Group
Closed,25,0,0,82751,"=""IDH 2931""",Hnrs:Revoltn in theModernWorld,3,"Bouldin, E.",Required Material,Revolutions Edition: N/A,Goldstone,9780199858507,2014,Oxford University Press
Closed,25,0,0,82751,"=""IDH 2931""",Hnrs:Revoltn in theModernWorld,3,"Bouldin, E.",Required Material,Social Contract Edition: N/A,Rousseau,9780140442014,1968,Penguin (c/o RH)
Closed,25,0,0,82751,"=""IDH 2931""",Hnrs:Revoltn in theModernWorld,3,"Bouldin, E.",Required Material,"Rousseau, Burke, & Revolution in France 1791 Edition: 2nd",Popiel,9780393938883,2015,"W. W. Norton & Company, Incorporated"
On Campus,23,1,0,82771,"=""IDH 2931""","Hnrs:Gender,Knowledge, & Power",3,"Culbertson, C.",Required Material,We Were Feminists Once Edition: N/A,Zeiler,9781610395908,,"Hackett Publishing Company, Incorporated"
On Campus,23,1,0,82771,"=""IDH 2931""","Hnrs:Gender,Knowledge, & Power",3,"Culbertson, C.",Required Material,Feminist Theory Edition: N/A,Cudd,9781405116619,2005,"Blackwell Publishing, Incorporated"
Closed,25,0,0,83376,"=""IDH 2931""",Hnrs: The Pursuit of Happiness,3,"Reynolds, W.",Required Material,Happiness Hypothesis Edition: N/A,Haidt,9780465028023,2006,Basic Books
Closed,25,0,0,83376,"=""IDH 2931""",Hnrs: The Pursuit of Happiness,3,"Reynolds, W.",Required Material,How of Happiness Edition: N/A,Lyubomirsky,9780143114956,2007,Penguin (c/o RH)
Closed,25,0,0,83376,"=""IDH 2931""",Hnrs: The Pursuit of Happiness,3,"Reynolds, W.",Required Material,Man's Search for Meaning (with New Foreword) (Trade Ed) Edition: N/A,Frankl,9780807014271,2006,Beacon Press c/o RandomHouse
Closed,25,0,0,83376,"=""IDH 2931""",Hnrs: The Pursuit of Happiness,3,"Reynolds, W.",Required Material,Stumbling on Happiness Edition: N/A,Gilbert,9781400077427,2007,"Penguin Random House, Inc"
Closed,25,0,0,83376,"=""IDH 2931""",Hnrs: The Pursuit of Happiness,3,"Reynolds, W.",Required Material,Paradox of Choice Edition: N/A,Schwartz,9780062449924,2016,HarperCollins Publishers
On Campus,35,1,0,82063,"=""IDH 3910""",Hnrs DIR: Mentor Leadership,1,"Ray, M.",Required Material,Students Helping Students Edition: N/A,Ender,9780470452097,2010,"Jossey-Bass, Incorporated Publishers"
On Campus,25,12,10,82745,"=""IDH 4638C""",Hnrs:Ld&Srve:FGCU Sust.Mission,3,"Roca, M.",Required Material,Great Work Edition: N/A,Berry,9780609804995,1999,"Penguin Random House, Inc"
On Campus,25,12,10,82745,"=""IDH 4638C""",Hnrs:Ld&Srve:FGCU Sust.Mission,3,"Roca, M.",Required Material,Voice for Earth Edition: N/A,Corcoran,9780820332116,2008,Univ of Georgia Press/Longleaf
On Campus,35,1,10,80337,"=""IDS 3143""",Issues in Science & Technology,3,"Aminian, F.",Required Material,Short History of Movies Edition: 11th,Mast,9780205755578,2011,Longman
On Campus,35,1,10,82001,"=""IDS 3143""",Issues in Science & Technology,3,"Nikesch, A.",Required Material,Florida's Best Fruiting Plants Edition: N/A,Boning,9781561643721,2006,"Pineapple Press, Incorporated"
On Campus,35,1,10,82001,"=""IDS 3143""",Issues in Science & Technology,3,"Nikesch, A.",Required Material,Carbon Farming Solution Edition: N/A,Toensmeier,9781603585712,2016,Chelsea Green Publishing
On Campus,35,1,10,82001,"=""IDS 3143""",Issues in Science & Technology,3,"Nikesch, A.",Required Material,Perennial Vegetables Edition: N/A,Toensmeier,9781931498401,2007,Chelsea Green Publishing
Closed,35,-1,10,82626,"=""IDS 3300""",Foundations of CivicEngagement,3,"O'Dell, B.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
On Campus,35,2,10,82542,"=""IDS 3300""",Foundations of CivicEngagement,3,"Knibbs, L.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
On Campus,35,2,10,82542,"=""IDS 3300""",Foundations of CivicEngagement,3,"Knibbs, L.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,82226,"=""IDS 3300""",Foundations of CivicEngagement,3,"Garcia, R.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,82226,"=""IDS 3300""",Foundations of CivicEngagement,3,"Garcia, R.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,81132,"=""IDS 3300""",Found. of CivicEngagement,3,"Rhea, J.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,81132,"=""IDS 3300""",Found. of CivicEngagement,3,"Rhea, J.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,81132,"=""IDS 3300""",Found. of CivicEngagement,3,"Rhea, J.",Required Material,Promise of a Pencil Edition: N/A,Braun,9781476730639,2014,Scribner
Closed,35,0,10,83689,"=""IDS 3300""",Foundations of CivicEngagement,3,"Satkoski, C.",Required Material,Promise of a Pencil Edition: N/A,Braun,9781476730639,2014,Scribner
Closed,35,0,10,83689,"=""IDS 3300""",Foundations of CivicEngagement,3,"Satkoski, C.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,83689,"=""IDS 3300""",Foundations of CivicEngagement,3,"Satkoski, C.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
On Campus,35,1,10,83633,"=""IDS 3300""",Foundations of CivicEngagement,3,"Diamond, B.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83622,"=""IDS 3300""",Foundations of CivicEngagement,3,"Dennison, R.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,83622,"=""IDS 3300""",Foundations of CivicEngagement,3,"Dennison, R.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83609,"=""IDS 3300""",Foundations of CivicEngagement,3,"Scott, J.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,83609,"=""IDS 3300""",Foundations of CivicEngagement,3,"Scott, J.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83447,"=""IDS 3300""",Foundations of CivicEngagement,3,"Diamond, B.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83282,"=""IDS 3300""",Foundations of CivicEngagement,3,"Bacalzo, D.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,83282,"=""IDS 3300""",Foundations of CivicEngagement,3,"Bacalzo, D.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83355,"=""IDS 3300""",Foundations of CivicEngagement,3,"Gayoso, M.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83355,"=""IDS 3300""",Foundations of CivicEngagement,3,"Gayoso, M.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,80346,"=""IDS 3300""",Foundations of CivicEngagement,3,"Kirk, P.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,80346,"=""IDS 3300""",Foundations of CivicEngagement,3,"Kirk, P.",Required Material,Promise of a Pencil Edition: N/A,Braun,9781476730639,2014,Scribner
Closed,35,0,10,80343,"=""IDS 3300""",Foundations of CivicEngagement,3,"Kennedy, M.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
On Campus,35,1,10,80341,"=""IDS 3300""",Foundations of CivicEngagement,3,"Diamond, B.",Required Material,SAGE Sourcebook of Service-Learning & Civic Engagement Edition: N/A,Delano-Oriaran,9781452281919,2015,"Sage Publications, Incorporated"
On Campus,35,1,10,80341,"=""IDS 3300""",Foundations of CivicEngagement,3,"Diamond, B.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,80339,"=""IDS 3300""",Foundations of CivicEngagement,3,"Mancini, M.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,80339,"=""IDS 3300""",Foundations of CivicEngagement,3,"Mancini, M.",Required Material,March (Bk2) Edition: N/A,Lewis,9781603094009,2015,Top Shelf Productions
Closed,35,0,10,80339,"=""IDS 3300""",Foundations of CivicEngagement,3,"Mancini, M.",Required Material,March (Bk 3) Edition: N/A,Lewis,9781603094023,2016,Top Shelf Productions
Closed,35,0,10,80339,"=""IDS 3300""",Foundations of CivicEngagement,3,"Mancini, M.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
On Campus,35,4,10,80323,"=""IDS 3300""",Foundations of CivicEngagement,3,"Scott, J.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
On Campus,35,4,10,80323,"=""IDS 3300""",Foundations of CivicEngagement,3,"Scott, J.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,80322,"=""IDS 3300""",Hnrs:Found. of CivicEngagement,3,"Satkoski, C.",Required Material,Promise of a Pencil Edition: N/A,Braun,9781476730639,2014,Scribner
Closed,35,0,10,80322,"=""IDS 3300""",Hnrs:Found. of CivicEngagement,3,"Satkoski, C.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,80322,"=""IDS 3300""",Hnrs:Found. of CivicEngagement,3,"Satkoski, C.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,-1,10,82916,"=""IDS 3300""",Foundations of CivicEngagement,3,"Satkoski, C.",Required Material,Promise of a Pencil Edition: N/A,Braun,9781476730639,2014,Scribner
Closed,35,-1,10,82916,"=""IDS 3300""",Foundations of CivicEngagement,3,"Satkoski, C.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,-1,10,82916,"=""IDS 3300""",Foundations of CivicEngagement,3,"Satkoski, C.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,82968,"=""IDS 3300""",Foundations of CivicEngagement,3,"Fortin, J.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,82968,"=""IDS 3300""",Foundations of CivicEngagement,3,"Fortin, J.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,83017,"=""IDS 3300""",Foundations of CivicEngagement,3,"O'Connor, K.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,80320,"=""IDS 3300""",Foundations of CivicEngagement,3,"Vallier, E.",Required Material,Civically Engaged Reader (ADUCER) Edition: N/A,Davis,9780945159490,2006,Great Books Foundation
Closed,35,0,10,80320,"=""IDS 3300""",Foundations of CivicEngagement,3,"Vallier, E.",Required Material,Hate U Give Edition: N/A,Thomas,9781406372151,2017,HarperCollins Publishers
On Campus,35,18,10,83421,"=""IDS 3304""",Issues in Ecology & Environ.,3,"Macbeth, J.",Required Material,Harvest for Hope Edition: N/A,Goodall,9780446698214,2005,"Warner Books, Incorporated"
On Campus,35,12,10,83424,"=""IDS 3304""",Issues in Ecology & Environ.,3,"Nikesch, A.",Required Material,Practical Permaculture Edition: N/A,Bloom,9781604694437,2015,"Timber Press, Incorporated"
On Campus,35,10,10,80327,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Aminian, F.",Required Material,American Cinema/American Culture Edition: 5th,Belton,9780073514291,2018,McGraw-Hill
Closed,35,0,10,82545,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Hollingshead, B.",Required Material,Ms. Marvel: No Normal (V1) Edition: N/A,Wilson,9780785190219,2014,"Marvel Enterprises, Incorporated(C/O Hachette Book Group)"
Closed,35,0,10,82545,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Hollingshead, B.",Required Material,March (Bk1) Edition: N/A,Lewis,9781603093002,2013,Top Shelf Productions
Closed,35,0,10,82545,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Hollingshead, B.",Required Material,Batman: Killing Joke Edition: N/A,Moore,9781401216672,2008,DC Comics
Closed,35,0,10,82545,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Hollingshead, B.",Required Material,Saga (V1) Edition: N/A,Vaughan,9781607066019,2013,Image Comics
Closed,35,0,10,82545,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Hollingshead, B.",Required Material,Black Panther (V1) Edition: N/A,Coates,9781302900533,,"Marvel Enterprises, Incorporated(C/O Hachette Book Group)"
Closed,35,0,10,82545,"=""IDS 3305""","Issues in Media, Lit. & Arts",3,"Hollingshead, B.",Required Material,Understanding Comics Edition: N/A,McCloud,9780060976255,1993,HarperCollins Publishers
Closed,35,-1,10,82014,"=""IDS 3332""",Issues in Culture & Society,3,"Rowland, L.",Required Material,Yamas & Niyamas Edition: N/A,Adele,9780974470641,2009,OnWord Press
Closed,35,0,10,82094,"=""IDS 3332""",Issues in Culture & Society,3,"Aguerrebere, E.",Required Material,Why Does He Do That? Edition: N/A,Bancroft,9780425191651,2002,Berkley Publishing Group
Closed,35,0,10,82094,"=""IDS 3332""",Issues in Culture & Society,3,"Aguerrebere, E.",Required Material,When Dad Hurts Mom Helping Your Child Heal The Wo Edition: N/A,Bancroft,9780425200315,,Berkley Publishing Group
On Campus,35,1,10,80328,"=""IDS 3332""",Issues in Culture & Society,3,"Roca, M.",Required Material,How to Meditate Edition: N/A,Chodron,9781604079333,2013,"Sounds True, Incorporated"
On Campus,35,1,10,80328,"=""IDS 3332""",Issues in Culture & Society,3,"Roca, M.",Required Material,How to Train a Wild Elephant Edition: N/A,Bays,9781590308172,2011,"Penguin Random House, Inc"
Closed,25,0,5,83266,"=""IDS 3920""",University Colloquium,3,"Roberts, T.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,83266,"=""IDS 3920""",University Colloquium,3,"Roberts, T.",Required Material,Gift From the Sea (Trade Ed) Edition: N/A,Lindbergh,9780679732419,1983,"Penguin Random House, Inc"
On Campus,25,1,5,80377,"=""IDS 3920""",University Colloquium,3,"Byrnes, L.",Required Material,Paving Paradise Edition: N/A,Pittman,9780813035079,,University Press of Florida
On Campus,25,1,5,80377,"=""IDS 3920""",University Colloquium,3,"Byrnes, L.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,83268,"=""IDS 3920""",University Colloquium,3,"Arguelles, I.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,83269,"=""IDS 3920""",University Colloquium,3,"Murray, D.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,83269,"=""IDS 3920""",University Colloquium,3,"Murray, D.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,83267,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,83267,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80376,"=""IDS 3920""",University Colloquium,3,"O'Dell, B.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
